id,image,thumbnail,year_from,year_to,person,clothing,caption,description,source
346,MotherAndChildInTorn.png,MotherAndChildInTorn_thumb.png,1840,1870,women,costume,"Londons poor were legion, and without hope.","Mother and child in torn, second-hand clothes, without adequate warmth. Mother wears a short gown over a skirt without petticoat. The little girl has no cap and only ragged layers of very old dresses above her flat shoes.","A water color brush-drawing of two penniless figures. W. H. Pyne, Akerman's Edition of the ""Microcosm,"" (Published in New York, by Dover, since 1977) Previous publisher in 1970 gave permission to Carma to use drawings at no cost. Small drawings in black and white, Britain."
347,MourningFan.png,MourningFan_thumb.png,1800,1850,women,costume,"Mourning Fan, pierced wood","These fan-sticks are thin strips of lightweight wood, although there are many tiny round holes pierced through to make a lacy effect. The sticks are painted in black and white to use during later mourning months and years. This fan must have been for a young girl, or an early teenager, for the fan is too small for a grownup. This ingenious design is all curls in black on white, with a ring of metal at the base, which could be used for carrying the fan closed, and on a finger.","Courtesy of Wayne County Historical Society, Lyons, New York.  Photo by Carma."
348,mourningHandkerchiefs.png,mourningHandkerchiefs_thumb.png,1800,1800,women,costume,Mourning handkerchiefs of fine linen.,"English and American mourning handkerchiefs, some with hand stitching and others with machine embroideries and edgings.","1840-41 Jane Tozer and Sarah Leavitt, Fabric of Society p114; Ann Masson and Bryce Reveley. When Lifes Brief Sun Was Set: Portraits of southern Women in Mourning, --1830- 1860. The Southern Quarterly: A Journal of Arts. Hattiesburg, Mississippi: University of Southern Mississippi, 1988.  Drawn by Carma  "
349,muff.png,muff_thumb.png,1800,1800,women,costume,"A fur or fur-fabric muff is, as usual, gathered in over padding and inside is silk lining","This fashion accessory is probably a practical 25 inches in circumference, whereas muffs of the early 1800s were much, much larger. This length is 9-11 inches long, with a silk tassel of about 7 inches."," Louis A. Godey, Godey's Lady's Book and Magazine, (Philadelphia, Louis A. Godey, publisher, 1840. ) Original copies held at Brigham Young University's Harold B. Lee Library, Special Collections.  "
350,muslinApron.png,muslinApron_thumb.png,1800,1800,women,garment,Fine white muslin apron with knotted lace.,"Lace trims on this apron include insertions of lace and a wide edging, as well as tiny horizontal tucks for lines of design between the insertions. On the lowest edge is a simple crocheted faggoting.","Unknown donor 35 years ago brought it to Carmas collection, and she restored the broken threads in 30 places, to use it in fashion shows."
351,nauvooClothing.png,navooClothing_thumb.png,1840,1850,men,costume,"Nauvoo Legion coat of dark blue with red sash, originally worn with light or white trousers for legion parades. Ca.: 1842.","A dark blue, calf-length coat with brass buttons and epaulettes, was worn with a red sash by John Leavitt in the Nauvoo Legion. He also wore it later in the Davis County(Utah) Militia. The coat was cut straight down from the hip measurement, but was drawn in at the waist by the sash. The Nauvoo Legion was a state-authorized militia of the city of Nauvoo, Illinois. With growing antagonism from surrounding settlements it came to have as its main function the defense of the city of Nauvoo.Wikipedia","Leavitts family donated the coat and sash to the Salt Lake City DUP Museum #1690. Photo by Joseph R. Putnam; free use, Free use."
352,neckerchiefWoman.png,neckerchiefWoman_thumb.png,1800,1800,women,costume,Working woman's neckerchief.,"In a brightly colored neckerchief -green and red flowered European folk designs are often highlighted by backgrounds or figures in black, as is the border of piece. This neckerchief also has edging bands in gold, which brings to life the gold in the red flowers. Sometimes a neckerchief was used as a mans tie if it were large enough and fine enough fabric to make a small enough knot. However, this one is very likely to be part of a woman's peasant dress for the neck or head.",Carmas collection. Photo by Carma
353,necktie.png,necktie_thumb.png,1840,1850,men,garment,"A black satin necktie appears to have been wrapped many times, then tied in a short knot. But a stock tie buttons in the back for convenience, ca.: 1840s.","A figured jacquard stock tie is completely fashioned on a flat piece of fabric, then surrounds the neck to button at the narrow back ends. This avoids the tedious wrapping of neckties during the 1840s and earlier for formal clothing. This is of paisley designs on a black background, and is draped and stitched to a stiffened inner fabric that is cut in a wide, modified U-shape. The silk fabric also covers the inside as a flat lining. A separate knot with pointed ends is sewn onto the front, as if it had been tied.","Designed and hand sewn by Carma for the Lyon Drug and Mercantile Store in Nauvoo, Illinois, which was restored and stocked with many kinds of appropriate goods, including bits of clothing and textile goods and silk sewing threads. Free use."
354,newsboys.png,newsboys_thumb.png,1820,1870,child,costume,American and British newsboys sold medium to small-sized newspapers in all major cities.,"Young newsboy tries to make a few pennies on the cold streets of Britain or New York City. He wears patched trousers and a very short wool shirt with a single suspender over his shoulder. The hat is a small straw of the cheapest kind, and his feet are bare.","Carol Belanger Grafton, Ed, Trades and Occupations: A Pictorial Archive from Early Sources (Dover Pictorial Archive) August 1, 1990"
355,nicholas.png,nicholas_thumb.png,1830,1840,men,costume,"Nicholas Brown Jr. (1769 -1841), businessman and benefactor, sports a beautifully frilled shirt of ca.: 1836","The cravat over this fancy formal wear shirt is barely visible. Narrow coat sleeves and longish cuffs turn downward in a genteel manner and show a wisp of his white cuffs. Both his vest and his coat have buttonholes up to their collar attachments, though upper buttonholes were not used. Note the very narrow M-cut on his coat lapel. His father, Nicholas Brown Sr. with his brothers, gave a fortune to establish Rhode Island College. After Nicholas Jr. gave an enormous fortune to augment the college, it was renamed Brown University in honor of the generous family of donors.",Several online biographies have information and images.
356,NorwegianBroachesForNeck.png,NorwegianBroachesForNeck_thumb.png,1800,1900,women,jewelry,Norwegian broaches for neck and bodice.,The top piece is a single broach in filigree silver is for closure of a neckline. It has dangling bell shapes. The second is a small wreathe pin with seven spoons for glittering,Purchased by Carma in Norway.
357,NorwegianCommonSilverBrooch.png,NorwegianCommonSilverBrooch_thumb.png,1800,1900,women,jewelry,"Norwegian common silver brooch of heart motif, 1 1/2 inches tall.",This latticework silver heart of 1700s design has many twisted cords of silver for scroll embellishment. It is pinned in the neckline of a lady's linen blouse. This design of crosshatching with scrolls above is similar to frosting put on tasty Norwegian cookies.,"Purchased in Norway ,and photo by Carma."
358,NorwegianCostumeTelemarkProvince.png,NorwegianCostumeTelemarkProvince_thumb.png,1800,1900,women,costume,Norwegian womans folk costume from Telemark Province,"The blouse is made of country calico in a simple gold print. Pale green silk jacquard neck scarf is under a high standing collar, densely embroidered in geometrics-- of the same pale green and gold.","Sewn and photo by Carma , with some of her students' assistance, learning how to embroider."
359,NorwegianFolkDressOfOsterdal.png,NorwegianFolkDressOfOsterdal_thumb.png,1800,1900,women,costume,Norwegian folk dress of Osterdal at an ancient log home.,"Special holidays, family or city special days brought many Norwegians of the higher class out in their regionalcostumes. This womanof ""Eastern Dal"" wears a white linen blouse with probably some red embroidery at the neckline, under a vest ofpale blue wool. It has a small button closure,and she wears her white linen apron tied around under the edge of the vest. The red skirt could be heavyhand-woven cottonfor summer, and wool for winter. Stockings are hard to see but she has large silver buckles on her shoes, which have a real heel of width on them.","""Mittet""--postcard unreachable."
360,NorwegianGentlemenInFolkCostume.png,NorwegianGentlemenInFolkCostume_thumb.png,1800,1900,men,costume,Norwegian gentlemen in folk costume of the last two centuries.,"One wears a novelty striped red vest, double breasted, with multiple small buttons. His black tie circles a turned up collar. Soft leather breeches have buttons at the knees. His tasseled garters hold up wool stockings in flat black leather shoes with semi-square silver buckles. A white boiled wool coat, unlined, is on the other man, with back bindings emphasizing each section. A red and yellow striped vest is just visible. Below black breeches, his fancy garters are woven on a small inkle-loom, which fits on a table, for spare minutes of sit-down work. . His hat is a medium high topper. Shirts are almost always white linen.",Norwegian book
361,NorwegianGirlInABeltestakk.png,NorwegianGirlInABeltestakk_thumb.png,1800,1810,women,costume,"Norwegian girl in a Beltestakk sash of ancient origin. It was specially woven for Carma by the national weaver [a woman] in Skien, Norway, of local design and the most antique color scheme was chosen by Carma.","This reproduced NorwegianBeltestakk[""bel-ta-stah-ka""] costume was almost all made in America by Carma. The skirt has 11 gores of fine wool so that a girl can whirl around in her log cabin and her hemline will touch all the furniture bordering the room. Well above the hem is a 2 inch band of green velvet below a rust ribbon band of woven gold designs. The apron is black moir silk with pale green, black, white and reddish-colored woven braid designs across the bottom and up 7 on each corner (a necessity of correct design). The ties for the apron are the similar woven designs with black edges. The tie-tapes are long, and cross each other in back to be tied in front, showing off the complicated tassels. The tassels are braided rust, white and black yarn, intricately made.  For complete formality, this costume should have a white linen blouse, but often one sees it with a calico blouse like this small-printed gold one shown here. This blouse copied a Norwegian picture from a folk clothing shop in Skien, on the coast. The sleeves have organ pleated gathers at the top, and simple gathering at the cuffs. The collar is almost 4 inches tall and is densely embroidered in geometric pale green and gold cotton floss. A pale green scarf fits snugly around her neck inside the collar.  Over the blouse is a lovely, airy, golden silk and multicolored shawl, which exposes all the silver jewelry on the woman's blouse front. A dark maroon bodice is low-cut over the blouse with gold trim around the edges.  The belt over the apron and bodice gives the name of Beltestakk to this entire costume from Telemark province. It is an ancient form of belting which is 4 3/4 inches wide. Beneath this dress are black stockings and shoes with high clumpy heels and silver buckles.","The model is Rebecca Groesbeck, a descendant of an original Norwegian Mormon convert, Nicholas Groesbeck."
362,NorwegianGrandfathersVisit.png,NorwegianGrandfathersVisit_thumb.png,1865,1875,family,costume,Norwegian grandfather's visit.,"We see country fashioned men's head gear. The adult son wears a red knitted cap with a flop-over top. The grandfather has a woven wool cap decorated with black wool tape. Both the grandfather and little boy wear breeches with buttons, and gray stockings with flat leather shoes tied by simple cords. Grandfather's vest is heavy green wool with red edging and silver buttons. His outer jacket is old, battered, white wool with red embroidery and green cuffs. The young mother has hair pulled back in a cap and a colorful neck scarf. Her white linen blouse has a large silver broach with ""spoons"" around it to reflect lights. Her black jacket has red embroideries. Her skirt is heavy mottled wool with a decorative apron rolled up in her lap. The little boy in his red vest holds the string of his toy.",An oil painting by Adolph Tideman. NORWEGIAN BOOK or Tideman
363,NorwegianHeadDressFromVestAgder.png,NorwegianHeadDressFromVestAgder_thumb.png,1800,1900,women,garment,"Norwegian Head-dress from Vest Agder Folk Museum, front and back views, showing even some decorative stitching of the layers of linen covering.","A head scarf frame, a sort of under-crown, is made of wicker and then covered in white linen. When tied on behind the neck, it will hold up a very fine linen head scarf. The five inch height of the headdress adds importance to the folk costume.   Carma sketched the wicker frame, which is rather like a hat brim that stands straight up. The frame has spacer props between the inner and outer circles to hold them in place. A fabric covering of the frame is hand stitched in white cotton or linen. A womans hair would be pulled back and up into a bob. The right drawing shows a soft fabric band at the base of the frame which circles the face to keep any wisp of hair completely hidden. (Folk fashion demanded that the hair not show at all on a married woman.) The headdress frame could be carefully washed on occasion, and passed down through generations. When needed, it could be re-covered with linen or the more modern cotton.",Drawn by Carma.
364,NorwegianHeaddressInEphraim.png,NorwegianHeaddressInEphraim_thumb.png,1840,1860,women,costume,Norway woman,"This model wearing a Norwegian headdress in Ephraim, Utah, celebration shows how large cotton cords are wrapped around the head and tied in back. White tape woven with red and green designs is stitched in place around the fat cotton cords. Just this hand stitching required 6 full hours of hand sewing by Carma.",Photo by Carma.
365,NorwegianMensWoolenFolkCostume.png,NorwegianMensWoolenFolkCostume_thumb.png,1800,1810,men,costume,"Norwegian men's woolen folk costume. Collar, back vent, and breeches are appliqued with red wool.","A dark brown raisin-colored wool was chosen for a young mans heavy coat and breeches. Silver buttons line both sides of the front over decorative red stitching, as if there were buttonholes. The coat collar displays red boiled wool applique in an ancient Nordic design. Copied by Carma from a picture, and is attached with many small stitches in red thread. The side pocket flaps have additional red applique (not seen).At the top of the coat's back vent is a decorative, appliqued, diamond design and two more silver buttons.  The top of the breeches is covered by a long, blue, wool vest with multicolored, wool embroidery on both sides of its center opening.  His breeches have red, vertical appliques on each side of the broadfall opening. At the knees are red wool appliques with silver buttons. The garters that hold his stockings are of decoratively woven tapes tied on each side.Stockings could be red or dark blue with heavy black shoes.  A silk bow tie in a red and tan print tops his white linen shirt. His black felt hat is a simple rounded fedora.",The body of the suit was sewn by Linda Moonwith a brown cotton lining.All decors and buttons were sewn by Carma.Modeled by ColinMurray.Photos by Carma.
366,NorwegianMothersTeaching.png,NorwegianMothersTeaching_thumb.png,1800,1900,women,costume,"Norwegian Mother's Teaching, by Tideman, 1846","Amother sits on a low chair to teach her child. On her lap is her latest baby in a blue cap and wool dress. The woman has the typical scarf wrapped around her hair, which gives her warmth and status. Her bodice is dark and her skirt is dark red wool. The apron is a gray, heavy fabric with a small red print.The little girl she faces wears a Norwegian red woven wool cap and a striped blue and tan skirt.The girl on left wears a warm red jacket buttoned across to the side of the front, with a blue windowpane checked apron over a brown wool skirt. It has a stripe of red and green ribbon around the hem: The older girl seemsto be wearing simple, slip-on clogs, but not a total wooden shoe. She knits a stocking while she holds a small basket over her arm to carry her yarn and knitting work: always busy and producing was a female proclivity in the 1600s through1800s.",Painting by Tidemand in fromTideman and Gude.
367,NorwegiansPackingACart.png,NorwegiansPackingACart_thumb.png,1800,1900,women,costume,Norwegians packing a cart for travel to a port city for emigration. Center woman carries her Bride Box.,"A donkey or pony cart with large spoked wheels has its two long staves up against the slight hill as luggage is brought down to load for emigration to America. Some luggage is just tied up in blankets. A young woman carries out all the specially valuable things in her ""Bride Box"" that she has accumulated through growing up years. Shewouldkeep her Bride Box always close to her.","Photo of image by Carma, Wisconsin State Historical Society, Madison, Wisconsin."
368,NorwegianStreetClothesByDanWeggeland.png,NorwegianStreetClothesByDanWeggeland_thumb.png,1852,1862,men,costume,"Norwegian street clothes of 1852, painted by Dan Weggeland in Norway. He was an LDS convert and artist who emigrated to Utah.","The Norwegian man on the street wears natural, white wool breeches and a hip length coat. Fancy white cotton knitted stockings are held up with small string garters. His coat is much worn and collarless, with silver buttons high to the neckline. A very high-necked vest is double-breasted, red wool, and also has smaller silver buttons.His white linen shirt has some embroidered decor anda closure of silver clasps. His shoes are comfortable flats with a small tie. A jaw-line white beard covers the rest of his neckline. Long hair hangs to his shoulders. Over his perpetually pleasant face (often seen even today in Norway) is a black felt top hat of average height for Europeans. His walking stick is long to aid in hilly climbs.",The small watercolor on paper is 11 3/4 inches by 6 inches painted by Weggeland from his lifelong knowledge of Norwegian clothing in big cities. This picture is included in a book of paintings from those housed in theLDS Museum of Church History and Art in Salt Lake City.Photo by Carma.
369,NorwegianStripedPetticoat.png,NorwegianStripedPetticoat_thumb.png,1800,1810,women,garment,"Norwegian, striped petticoat of dainty cotton.","On this extremely A-line petticoat, extra strips of bias-cut fabric are added toward the hem. This makes the stripes on the petticoat alternately vertical and diagonal, a very pleasant confusion of stripes. Such a petticoat would be worn over other petticoats of linen and wool to give fullness to the outer skirt of silk or alpaca, worn in the city.","This garment was seen in the National Art Museum in Oslo,Norway, and drawn by Carma ."
370,NorwegianWovenWoolStocking.png,NorwegianWovenWoolStocking_thumb.png,1850,1860,women,garment,Norwegian woven wool stocking,Bright embroideries are up the sides of the ankle to the calf in this dark blue woven wool stocking. It has no bottom sole in the stocking; edges just tucked into shoes.,Norwegian Tour advertisementfrom a painting by Adolf Tidamand. This was copied in watercolor by Carma.
371,olderWoman.png,olderWoman_thumb.png,1830,1840,women,costume,"Older woman in day dress, long apron and day cap, 1839","This woman wears a reproduction of a wool and cotton dress in a well-faded plaid, shirred at the shoulders and top of sleeves. A practical, grey apron, long to the ankles, doesn't have to be as good-looking as a spotless day cap, carefully shirred and ruffled. This woman represents the Mormons, young and old, who were forced from Missouri by death-dealing mobs in 1839. Many had little to begin with as they carved out farms from Missouri's fertile soil, but the pillage and murders drove them away again so fast they had not time to gather supplies for sustenance or comfort.","Historical and reproduced clothing for Patricia Hayes in Little Dorrit. Permission from Lord Snowdon, photographer."
372,oldGreenStore.png,oldGreenStore_thumb.png,1840,1850,men,costume,"The Old Green Store, where Workingmen unload barrels of liquor while well-dressed men look on. 1847.","A carriage driver directs one boy to deliver a small barrel of spirits, while a man in a smock rolls a large barrel, probably beer, through the crowd. The driver is bursting his double-breasted coat and wears a low-crowned stiff hat. Top-hats and fine clothes are seen in the crowd. The man in the white smock wears a weathered old felt hat, while the man behind him has a large pilots cap.","Seen in: Gerald Carson, Country Stores in Early New England. (Sturbridge Village, Old Sturbridge Village Inc. 1955)"
373,oldWoman.png,oldWoman_thumb.png,1840,1850,women,costume,"Detail of an old woman with stenciled walls in her decorated home, ca.: 1841.","A folk painting of a socially prominent grandmother in a black dress. In the mid-1800s, black was a common color to wear during advanced age. There are wide pleats from shoulders to center waist point, and narrow sleeves. Her day cap is of white lawn with tight ruffles around her face. She is sitting in a special writing and reading chair with a small desktop attached to one chair arm. A pair of spectacles is held in her hand.","Folk artist, Jacob Maentel, painted this in 1841 in Indiana, USA. Exhibited in the Rockefeller Art Center of Colonial Williamsburg, Virginia. Free use."
374,orrin.png,orrin_thumb.png,1840,1850,men,costume,"Orrin Porter Rockwell, Joseph Smiths bodyguard, shown in middle age with his lifetime, long hair. Ca. 1842.","Porter is shown warmly dressed in a checkered scarf. He was friends with the Prophet Joseph Smith ever since a close childhood. Prophesied Joseph Smith, So long as ye shall remain loyal and true to thy faith, you need fear no enemy. Cut not they hair and no bullet or blade can harm thee. Many knew of Porter, and feared him because he was a dead shot, clever, and very strong (note the pistol in his hand). Only late in his life, when the prophet was gone, he cut his hair to make a wig for the Prophet's cousin who had lost her hair in sickness.","Black and white Image in BYU Special Collections and online. Color image painted using historic photo by Ken Corbett, 2010, seen online. Free use."
375,OutsideOfDanishSkirt.png,OutsideOfDanishSkirt_thumb.png,1800,1810,women,pattern,Outside of skirt is above.Below is the inside facing for hemline of Danishskirt.A little wool check augments the silk novelty vest fabric used for facing the hem.,The inside of womans Danish red wool and goat hair striped folk-wear skirt. Black decorative silk cording is sewn on the edge around the skirt. Below that is the brown silk novelty vest fabric,CARMA FIND THIS IN WHITE BOX
376,PaintingNorwegianChristmas.png,PaintingNorwegianChristmas_thumb.png,1846,1856,family,costume,"Painting of Norwegian Christmas party tradition of feeding birds in the snow. Large oil by Adolf Tideman,1846.","This Norwegian Christmas scene includes a large bunch of wheat stocks secured to the peak of the roof to feed birds, while warmly dressed neighbors celebrate the season. Women consistently wear heavy black wool skirts over many petticoats for warmth.They often have decorative bodices which are covered by short, red, wool jackets. Some have aprons and fancy belts.All women have head coverings, whether agirls tiny red cap, her mothers white linen wrap with a green scarf, or an older woman's black head wrap. child become used to the cold in Norway, wearing various caps. The boy in the center has a typically Swedish and Norwegian round cap of red wool with black braid. Another boy has a very common, pointed, red, knitted hat as he falls from his skis.Long and short jackets are on all males. One tiny girl is enveloped in a huge green shawl.","From a book on Tideman's paintings:Adolph Tideman and Hans Fredrik Gude, Tideman and Gude, (Drammen, Norway, StiselsenModumsBlaafarvevaerk, 1849)"
377,paisleyDesigns.png,paisleyDesigns_thumb_thumb.png,1840,1850,women,shawl,Printed paisley designs on white kashmir wool.,"Printed paisley designs on white kashmir wool. Beautiful pale blues. pinks, reds and dark brown. Self fringed.","Brought from England by Gorge and Lucy Taylor, early pioneers. Probably an import from France to England. DUP #8259. Donor, Della O'Dell. Photo by Lorie Davis for Carma."
378,paisleyShawl.png,paisleyShawl_thumb.png,1850,1860,women,shawl,Shawl 1850 plus,"Top half of image shows the right side of this Paisley shawl; the lower half shows the colored threads ""carried"" across the back side between designs, each color taken on to another position in the design. CD Fig ?, Top half of image shows the right side of the Paisley, the lower half shows the colored threads ""carried"" across the back side between designs, each color taken on to another position in the design. Shawls made in India, with their elaborate scroll and pinecone motifs were a great favorite across Europe and the British Isles from the late 1700s well into the 1800s. They were made of soft kashmir wool. This shawl shows the fringe completely worn off. On the right a spot of blue yarns shows where the fringe used to be all around the edge. This very old shawl was originally in India and is not a copy-cat shawl made in Paisley, Scotland. The Scottish were so conservative of their finances and materials that when a shawl was finished with tight weaving, there was a machine that sheared off the carried woolen threads from the back. These extra bits of wool were re-carded and re-dyed and re-spun to weave more shawls!",Salt Lake City DUP Museum. Photo by Michael Paul .
379,paisleyShawlInOrange.png,paisleyShawlInOrange_thumb.png,1840,1850,women,shawl,"Paisley Shawl in orange, red black and brown print on white challis wool.","Paisley shawl design n orange, red and brown print on white challis wool. Worn across the plains by Margory (sic) Smith of the Willey Handcart Company, 1856.","Salt Lake City DUP Museum #10636. Donor, Jen Wilson Madsen. Photo by Michael Paul."
380,paisleyShawlSL.png,paisleyShawlSL_thumb.png,1850,1860,women,shawl,"Paisley shawl, folded, in Salt Lake City DUP Museum.",Paisley shawl at Salt Lake City DUP Museum. Designs are elongated paisleys printed on kashmir wool.,"Used in Nauvoo about 1844. Brought across plains in 1850 by Eliza Doty Cravath. Salt Lake City DUP Museum, #4625. Donor, Orpha H. Stohl. Photo by Michael Paul."
381,PaisleyShawlsMadeInPaisley.png,PaisleyShawlsMadeInPaisley_thumb.png,1850,1860,women,garment,"Paisley shawls made in Paisley, Scotland, 1850s,were sold throughout Europe. This red shawl was brought to Lehi, Utah by Scandinavian pioneers.","Paisley shawls made in Paisley, Scotland, 1850s,were sold throughout Europe. This gorgeous red shawl was brought to Lehi, Utah by Scandinavian pioneers. It is sixty inches long and fifty inches wide with wide paisley borders on the ends, and lesser borders down the sides. It is worn over a red wool plaid dress made by Carma. The broad felt hat is decorated with pale blue ribbons. The man is wearing a red wool cape described elsewhere. His gray felt hat was made in Scotland. He also wears fashionable yellow leather gloves. The couple modeling are named Mr. and Mrs. Herrick.",Clothing is in Carmas collection. Photo by Joseph R Putnam
382,parasol.png,parasol_thumb.png,1830,1870,women,costume,A parasol with a hinged handle made this sunshade more compact in a group situation or when no longer needed.,"A circle of black lace is specially made for a parasol. This has a scalloped ruffle around it and is lined with white silk .The white painted wooden, hinged handle allows it to be folded up when the sun fades away.","Photographed by permission at Cat's Cradle Antiques in Provo, Utah by Carma."
383,ParisianCorsetWithBaleenStays.png,ParisianCorsetWithBaleenStays_thumb.png,1850,1860,women,garment,"Parisian corset with baleen stays, laced in back, hooked in front, with lace edging.","This corset is unusual for the black lace on it, as well as ribbons that embellish it. It could be adjusted in back by lacing, which made it easier to put on by hooking up the front. Baleen (cartilage from the mouth of a whale)was strong enough to last a long time, even to the 21st century. Corsets in America and most of Europe went completely out of fashion in the middle of the 20th century, when clothing became comfortable in modern times.","This image from in Ernshaw, BYU LIBRARY LACE Permissions."
384,parleyPratt.png,parleyPratt_thumb.png,1830,1840,men,costume,"Parley P. Pratt in heavy winter clothes, ca;1840s","A missionary who walked hundreds of miles in the US and British Isles, Parley P. Pratt wears a thick winter coat and high boots through icy weather. Pratt was diligent and intelligent in supporting Joseph Smith's efforts to spread the The Book of Mormon and the Church's teachings.","Ink drawing by Robert Barrett with clothing coached by Carma. Barrett is especially good in producing correct facial features. Displayed in Grandin Print Shop, Palmyra, New York."
385,patriarchHair.png,patriarchHair_thumb.png,1830,1840,men,hairstyle,"Hair style of Patriarch John Smith. Brother of Joseph Smith Senior, ca.: 1838.","Patriarch Smith had long sideburns that were kept neatly clipped, and no beard. His well-starched collar stands up from a silky black neckerchief with splayed ends. A very kind and spiritual man, according to many early Mormon diaries, Smith was a member of the Presiding High council of the LDS Church in Kirtland, Ohio. He continued in leadership service until his death in 1854.",This oil on canvas is a sensitive portrayal of a much loved man (artist unknown). Seen in Salt Lake City MCHA.
386,Patty Bartlett Sessions best dress.png,Patty Bartlett Sessions best dress_thumb.png,1830,1840,women,costume,Patty Bartlett Sessions best dress of plaid from late 1830s or early 1840s. ,"This is the youngest picture we have of Patty Bartlett Sessions, famous Mormon midwife, in a quality wool plaid dress. At this date there was still fullness at the top of slightly dropped-shoulder sleeves. She was fastidious about her day caps, collars and cuffs. She was by nature a cleanly person, but not given to pretentions. She wears a handsome square brooch from the time of her marriage fastening a small embroidered collar. Her day cap shows pretty flowers made of bits of silky fabrics and wire, which adorn the small ruffles on each side of her face. A chain about her neck was attached to a little, flattened watch tucked into the waistline pocket of her bodice. She cared little about enormous petticoats, for she moved rapidly around in the events of her life. In 1837 Queen Victoria ascended the British throne and used plaids excessively in silks and Scottish woolens for herself and all her attendants at Balmoral Castle. Soon, plaids in every fiber became more fashionable throughout the English-speaking world and much of Europe. British India was putting out cheap, plaid cotton ginghams by shiploads, bought by the poorest in any British province and American dry goods stores. Patty married at age 17, having grown up in the Maine woods. Highly intelligent, she felt great compassion for others. Becoming a midwife, she had consistent successes in the nearly 4000 births she aided in her lifetime. Pattie's talented hands were always busy, taking sewing materials along as she waited for babies to be born. Crossing the plains, she darted in and out of wagons and traveled by horseback even to a company behind or ahead, wherever needed. If scraps were available to make baby clothes, or her own collars and cuffs, she sewed on them in every spare minute. Her husband, David Sessions, helped Patty raise their own large family. She rode horses well, so, for the rest of her life, she rode anywhere to put a mother ""to bed."" There, she cared for the family until the mother felt well and confident. Patty's own family became accustomed to having her leave in an instant, no matter where they lived.",LDS Archives. Also From Internet: https://mormonbloke.wordpress.com/2015/02/27/trail-of-hope/
387,PayingStableHelpers.png,PayingStableHelpers_thumb.png,1830,1840,child,costume,"Paying Stable Helpers in The Reconning, by George Morland.","An English boy who helps in the stables wears a white linen smock over his wool dress, and covers his stockings with buttoned gaiters to the knee. Poorer boys often wore dresses until age 7 or 8. A smaller boy who brings beer to the owner wears a black apron and a red wool vest. Both boys have shaggy hair and brown leather shoes. Painted ca 1800, clothing is typical through 1830s.","The Reconning, by George Morland, ca. 1800. Victoria and Albert Museum, London. given by F. Peel Round."
388,PeopleOnTheColdStreet.png,PeopleOnTheColdStreet_thumb.png,1840,1860,family,costume,People on the cold street of an English city can buy a hot drink before going home. 1840-60.,"The woman in the foreground has two shawls: rust colored with gold fringe, and blue with a red stripe. Her heavy apron is brown over a wool skirt of gray-green. She has a small shawl over her black straw bonnet. While sitting on a milk can she drinks her coffee, and the yoke by which she was carrying two milk cans is on the stones beside her. The man in the black bowl hat wears a double breasted coat with a cape over the shoulders. He is in rust colored trousers with a tan scarf. . The man dispensing hot coffee wears a topper and an overcoat with brown fur lapels. A young couple on the left have coats and shawls. The girl's brown straw hat is far back on her head. Her companion has a maroon scarf tucked into a green vest, and his soft cloth hat is made of wool sections carefully sewn together. Advertisements are posted on the stone wall beside the coffee cart.","Large tinted engraving of 1860 by Linton in England, other data unknown; purchased by Carma at a low-priced imported art sale."
389,PetticoatFromHindsted.png,PetticoatFromHindsted_thumb.png,1800,1810,women,garment,"Petticoat from Hindsted, Aalborg, Denmark with bow-knots and tiny flowers.","A black silk petticoat is aprinted silk designed with a decorative band running down one side of the fabric on the loom. The petticoat will be cut so as to feature the band horizontally near the hem. This undergarment is meant to be worn under more voluminous petticoats, and has a narrow waistband with a small button in the center back. This image was taken from a Xerox of the petticoat, so the color may be actually any dark color or black.","Aalborg Historical Museum, #13599 Photocopy given to Carma."
390,PhilippeCardon.png,PhilippeCardon_thumb.png,1840,1850,men,costume,"Philippe Cardon, father of a large family, came from the Piedmont area of Northern Italy in 1850s-- all family converted by LDS missionaries","Father Cardon's double breasted coat has virtually no padding in the shoulders. The lapels are wide enough to have been tailored in the late 1830s, with buttons appearing to be covered with silk. His shirt collar is comfortably turned down with a dark-colored silk tie in a plain knot. His very shorthair and combed to the right side with tufts of beard on each side of his chin.","Genevieve Porter Johnson and Edna Cardon Taylor,compilers, Cardons! Descendents of Philippe Cardon and Marthe Marie Tourn 1799-1886, (Provo, Utah, Stevenson's Genealogy Center, 1990) Permission from Larry C. Porter."
391,plaidWoolHood.png,plaidWoolHood_thumb.png,1800,1800,women,costume,Girl's wool plaid hood and capelet,"A girl's wool plaid hood and capelet was pieced together from scraps. The top point is blunted by a short seam sewn inside across the point. The hood is tied under the chin with cording of the same soft wool, and is lined with gray cotton flannel. It has been highly distressed to look well-worn for Carma's fashion shows.",Sewn by Carma. Photo on a mannequin head by Joseph R. Putnam
392,plushTopHat.png,plushTopHat_thumb.png,1830,1870,men,garment,Man's plush top hat has some silk fiber content or it could not be brushed to make a soft sheen on the outside,"This medium-tall black felt topper has an early 1800s narrow, grosgrain ribbon around the crown with a 3/8 inch buckle. Silk fibers in the felt let it be brushed to a shine in the nap. It had seen much use when given to the Historical Society and was probably worn on the heads of various citizens through many years.","Ontario County Historical Society, New York. Photo by Carma"
