id,image,year_from,year_to,pdf,person,class,clothing,caption,description,source
379,1069_image.jpg,1840,1849,1840-1849,women,middleupper,accessories,"Martha Seed Thornley with a snood, lace collar, and broaches, ca. 1840s.","Martha wears the coming fashion in snoods, plus an embroidered lace collar and broaches. A snood is a knit or lace bag that holds the hair in place. This snood is of pale green gauze decorated with white beads in flower-shapes. Her chemisette is the sheerest mull, white on white embroidery. Vertical tucks in front were closed by a small red broach. On the V-neck of her black dress is a large portrait broach with a scrolled metal frame. Though this portrait was made in younger years, Martha was a pioneer of 1854, one of the first converts in England, and came to Utah with her husband John Thornley of Lancashire, England. They were very influential in many projects building up Utah’s economy, education, and faith. Eventually, they settled in a home in Kaysville, Utah.","SOURCE: Salt Lake City DUP Museum, artist unknown."
380,0574_image.jpg,1840,1849,1840-1849,women,middleupper,accessories,Two British immigrants to Nauvoo wear best day caps and collars. Each brought her rolled-up portrait canvas with her when they came across the Atlantic. 1840s.,"Woman on the left wears ruching all around her day cap, which was fashionable at one time, plus a large, sheer, embroidered collar. The woman on the right wears loops of satin ribbon on the lower cheeks of her day cap, and a neck scarf over her medium-sized crocheted collar fastened with a small broach. There is a visible difference in the skill of their unknown artists.",SOURCE: Both paintings are in the Salt Lake City DUP Museum.
381,0594_image.jpg,1840,1849,1840-1849,women,middleupper,accessories,"Fancy day cap for Emma Smith's party, ca.1840.","This lovely day cap for Emma was created as part of a complete outfit to represent what Emma Smith might have worn (seen with festive dresses). Since the model has thick long hair, it is braided and coiled up in a twist high on the back of the head. Her day cap does not have a crown to cover the twist, so there is a decorated band of lace and ribbon over the top of her head with a 4-inch ruffle extending up and backward. Long, ruffled lappets hang on each side-front. Lappets and collar are machine-embroidered by the modern designer.",SOURCE: Designed by Carma and sewn by Betty Jean Nash Robinson for model Molly Hansen Lysenko. Betty won a national award for this ensemble. Photo by Carma; free use.
382,1050_image.jpg,1840,1870,1840-1849,women,middleupper,accessories,Day Caps were worn indoors for decades and worn outdoors under bonnets. Such caps helped protect the hair from getting dirty and added feminine frills.,"Such caps helped protect the hair from getting dirty and added feminine frills. Two ornate day caps are shown. The one on left covers the entire hair and has lappets hanging down each side, with 1/2 inch of lace bordering the face ruffles. The full day cap on right has sections of shirring from the back poof to the ruffled front. It is outlined with a lacy face ruffle, but has no lappets.",Sewn and photographed by Carma; free use.
383,1042_image.jpg,1800,1860,1840-1849,women,middleupper,accessories,"Black lace day cap with black ribbons for mourning. Sometimes in America,a black lace day cap was just a formal preference for an old woman. ca. early 1800s to 1860","A cap of 9-inch, edged lace is fashioned into a day cap. The straight edge was gathered into the center back where it is neatly stitched into a circle of shirring. The front decorative edge surrounds the face and extends down in small lappets on each side. Narrow black ribbon makes the cap seams stronger and ends in bows at the back neckline. There are no tie-ons. Black would be worn for the first year after a loss in death. Then gray, lavender,and white could be introduced for the second year for a women’s formal mourning. Only some of the converted LDSadhered to this calendar of mourning from their former cultures. In Nauvoo during the 1840s, black death-carriages were rented for the funeral parade of the prophets, Joseph and Hyrum Smith. For months at the end of Nauvoo’s history in 1845, most people were in deep personal grieving,and many wore all the black clothing they owned.Later LDSconverts or other cross-country settlers had no opportunity in all their travels to adhere to such strict clothing rules. Pioneers breaking ground in Kansas, Lutherans going to Minnesota, or Protestants or Catholics on their way to Oregon and California had all buried loved ones from young to old along their journeys. Immigrants on ships coming from Europe, those traveling the Great Plains, and many struggling through deserts and forests northward or westward could only survive on what clothing they hadwith them.",Sewn and Photo by Carma; free use. FREE
384,1041_image.jpg,1840,1860,1840-1849,women,upper,accessories,An ornate bonnet called a “Jewess Cap” was made of lace with a cluster of ribbons on the side. 1840s through 1860s,"Regardlessof their origins, many women experimented with unique bits of headgear. This elaborate bonnet was made of alternate black and white lace intermingled with velvet ribbons. A large clustered bow of silk and velvet ribbons ornaments the side.",From Mr.Godey's Lady’s Book. Free use.
385,0459_image.jpg,,,,women,middleupper,accessories,Bonnet of broiderie Anglaise in capote shape.,"Broderie Anglaise is characterized by patterns composed of round or oval holes, calledeyelets, which are cut out of the fabric, then bound withovercastorbuttonhole stitches.",Mr. Godey's Ladies’ Book
386,1043_image.jpg,1840,1850,1840-1849,women,middleupper,accessories,"Bonnet of stiffened lining covered with silk and decorations, ca. 1840s and 50s.","This bonnet on a head-stand has ribbon shirring around the outside brim. The back of the bonnet is a flat circle outlined with scalloped Lace. Below it is a deep, gathered, silk bavolet ruffle edged with lace. Large bows of flower-printed ribbon are flattened on the side and even wider ribbons in a plain color are used for tie-ons.",The National Museum of Denmark Historic Clothing. Drawn on-site by Carma. Free use.
387,1048_image.jpg,1840,1865,1840-1849,women,middleupper,accessories,"Common sunbonnet in light cotton stiffened with slats of wood or strips of dense cardboard, ca. 1840s-65.","The entire edges of brim and bavolet curtain are decorated with folded fabric triangle edging. The generous curtain shields the back of the neck while in the sun. A line inside the brim indicates how far forward the face would be under this size of brim, again, to shield the face from sunlight. A full, slightly pouffed back allowed for a largebun on the back of the head. (Only young girls wore their hair down--usually in braids.)Note that the lower slats do not come all the way forward. This was to keep the lower brim soft for turning the face down or to the side.","Salt Lake City DUP Museum Drawn by Margaret Weber, Free use."
388,0358_image.jpg,1840,1880,1840-1849,women,middleupper,accessories,"Calash rain protector for bonnets, made of silk and hoops. Ca. 1840s to 1880s.","A calash is a rain protector worn over a smaller bonnet. Itcan be folded flat when not needed. Numerous reed hoops are held in place by a silk lining (usually green). A small curtain protects the neck, while a narrow tie is under the chin. The calash was widely used in America.","Old Sturbridge Village, Sturbridge, Massachusetts. Drawn by Margaret Weber from a booklet. Free use."
389,0327_image.jpg,1840,1849,1840-1849,women,working,accessories,"This girl wears a large cartwheel hat in Mount’s painting, “Returning From the Orchard.” Ca. 1840s, on.","A young woman wears a large straw hat to avoid sun darkening her skin. Narrow blue ribbon ties float out behind her in the breeze. She holds up her skirt and a bowl of apples to bring home and enjoy. We cannot tell if the bodice and skirt are a dress or separates, but the sleeves are dropped over the shoulder and flared at the wrists with a gold under-trim. A small white collar is fastened with a green bow. This wealthy girl wears white stockings with her black bootees.","Seen online under title and artist’s name. Also excellently reproduced in Stonybrook Museum book: Alfred Frankenstein(Author),Jane des Grange(Introduction), Painter of Rural America, William Sidney Mount, 1807-1868 (Suffolk Museum at Stonybrook, 1968)"
390,0344_image.jpg,1840,1850,1840-1849,women,middle ,accessories,"Woman's pocket pieced from many cotton scraps in an orange, yellow, and brown theme. Ca. 1840s-50s","A woman's ""pocket,” is a sack on strings, worn under her apron or skirt to carry her needs. She may have a slit in her apron or skirt to reach through and get what she wants from the pocket, whichhas a hand-sized slit reaching from the top. It also keeps her belongings more secure than they would be in a reticule or outside pocket. This example is much larger than any other pocket Carma has ever seen, hanging from the waist to her lower thighsand bound with taupe fabric. It excellently displays textile designs for the 1800s with its golds and browns,including touches of pink and turquoise, it musthave been for an extremely tall woman.","Courtesy of the Community of Christ collection, Independence, Missouri. Photo by Carma; free use."
391,0330_image.jpg,1840,1850,1840-1849,women,upper,accessories,"Ruby ring of Phebe Woodruff,1840s.",This gold ring is heavily inscribed inside and on the sides as a marriage gift toPhebe Carter from Wilford Woodruff. The faceted ruby is genuine and fairly large,This ring has been displayed in Salt Lake City at MCHA. Photo by Carma; free use.
392,0354_image.jpg,1840,1865,1840-1849,women,upper,accessories,"A hinged parasol, folded flat against a woman’s skirt is carried by one of a trio of wealthy theatergoers in this detail, ca. 1840 to 1865.","Though the clothing styles are 1840s-1860s, hinged parasols were used in previous decades as useful accessories if they were affordable. Standard parasols would protrude against walking partners, so the rod was hinged to fold the parasol flat, even when open. The woman’s dress has a capelet with wide lace in the edges. Below a pointed-waist bodice, her skirt is very full. Clusters of ringlets fall from her bonnet brim, and she carries a dark shawlOne man’s dark cutaway coat and lighter vest are bothdouble-breasted. His trousers are either pleated or gathered at the waist, and taper down to strap under his shoes. The man in the frockcoat has hair cut straight around at the level of the bottom of his ears. His trousers also strap under his shoes to keep the line of the fabric unwrinkled.","Image from 1800s is seen in Ludmila Kybalova, et. al, Das Grosse Bilderlexikon der Mode. (Prague, Artia, 1966)."
393,0325_image.jpg,1840,1849,1840-1849,women,middleupper,accessories,"Mary Fielding Smith wears her small shawl folded lengthwise, ca. 1840s.","instead of folding her silk fringed shawl in a triangle, Mary folded it in a long rectangle and draped it over her shoulders for securing it at the neckline, causing some rippling pleatsacross her back and shoulders. The beautiful, white silk, with embroidered flower fronds on the shawl,may have been worked by Mary herself. In the front, the shawl is held with a square brooch.Mary’shair was very fine and lies close to her head on the sides and front. It sweeps back into a moderate, high-placedbun. A set of tiny combs holds her hair smooth above her ears,","The original facial profile and shawl in Sutcliffe Maudsley’s full-length portrait (seen in dresses) is here much augmented and beautified. Printed in the Juvenile Instructor Magazine, September 1948."
394,0394_image.jpg,1840,1849,1840-1849,women,middleupper,accessories,"A long, fitted sweater knitted for keeping cozy in a drafty house or outdoors on a cool day, ca. 1848.","A pattern knitted with ribs of alternate color is suggested here, perhaps with narrow fur trim. This could be used by the wealthy or any of the growing middle-class people in America. It fits closely againstthe bodice and upper portion of the skirt. Any woman who could knit would buy or trade for yarns to make such an item. The woman wears a corded and lace headdress just over the top of her hairstyle,","Louis A. Godey, Godey's Lady's Book and Magazine, (Philadelphia, Louis A. Godey, publisher, 1840.) Original copies held at Brigham Young University's Harold B. Lee Library, Special Collections. Free use."
395,0346_image.jpg,1840,1860,1840-1849,women,upper,accessories,"Ornate engageant with double puffing above the wrist ruffle is worn below a bell or pagoda sleeve, ca. 1840s-60s.","This is an example of extreme ornamentation on engageants and would have been costly. Not only does it involve the fine white batiste of the sleeve, but the wrist is elaborate with ribbons, puffs,and narrow and wide edging lace. Such an addition to a bell-shaped sleeve would usually require a private maid or other help in a family to keep lace and ribbons in the best condition. An engageant extendsuponly to the elbow, where it is tied or fastened.","Seen in R. L. Shep, editor, author, Ladies' Self Instructor in Millinery & Mantua Making, Embroidery & Applique (1853: Illustrated With the Original Engravingsand Additional Illustrations.Revised Edition1988)"
396,0347_image.jpg,1840,1860,1840-1849,women,upper,accessories,"Two styles of engageants with very fine stitching extend below a bell or pagoda sleeve, ca. 1840s-60s.","On the left,we see extra puffs of the same fabric as the engageants that are positioned near the cuffs at the wrist. There may bea little bow of ribbon in the center of the puffs. There is no indication of the usual elastic at the top of the engageants. The second design on right has a bitof a puff covering the wrist, withadditional diagonal decorations above the cuffs. These elongated ovals are surrounded by ruffled ribbons. Within each oval seems to be a panel of decorative sheer novelty fabric. An engageant extends only up to the elbow, where it is tied or fastened.","Seen in R. L. Shep, editor, author, Ladies' Self Instructor in Millinery & Mantua Making, Embroidery & Applique (1853: Illustrated With the Original Engravings and Additional Illustrations.Revised Edition1988)."
397,0332_image.jpg,1840,1849,1840-1849,women,middleupper,accessories,"Shaded spectacles and a sheer capelet in the portrait of an unknown woman, ca.1840s.","This lovely but unknown woman has very dark hair and eyes. Her capelet of sheer cotton has a delicatelyembroidered border, with collar and cuffs of the same embroidery. Since she is all in black, she may be in mourning. Her eyes simply might be light-sensitive, or her shaded spectacles may be a way to disguise weeping. In the background isa farm thatmay represent her inheritance.",This oil painting was donated to MCHA with puncture damage in the canvas near one eye. The museum was fortunate they had a visit simultaneously from an Art Restorer who came to Salt Lake City as a convert from Hungary. Mia Struteanu worked on the damaged eye and shaded glasses. Soon the damage was gone and it remained a valuable period piece by an unknown artist. Photo from the MCHA at Carma’s request. Free use.
398,0008_image.jpg,1700,1860,1840-1849,women,middle,accessories,"Double pockets on a tape tie, worn under an apron or dress, ca. 1700 to 1860.",Odds-and-ends or valuables could be kept in portable pockets tied beneath women's clothing and reached through an un-sewn seam. Contents were thus safer from loss or theft and were more convenient than carrying everything in a reticule or cloth bag. More elaborate and decorative pockets are found with dressy dresses later in this collection.,Old Sturbridge Village. Drawn by Carma. Free use.
399,0144_image.jpg,1840,1849,1840-1849,women,working,accessories,An ornate single pocket to tie around the waist for convenience.,"A single pocket in smaller 9-inch size made of heavy linen with rose silk embroidered exterior and rose cotton binding. It ties around the waist and carries a seamstress's small implements. It might hold a pin and needles folder, tiny scissors, bits of reinforcing tapes, handkerchief,or medicine. It was made to be beautiful to wear outsidethe apron, showing the woman's ability to sew and embroider. It might also be tied under the outer clothing for the safe-keeping of valuables.","MCHA photo Michael Paul, designed by Carma and sewn by Monica Bates. Free use."
400,0361_image.jpg,1840,1849,1840-1849,children,upper,costume,"Baby clothes worn by little Joseph Wilford, with mother, Phebe Carter Woodruff. Ca. 1842.","Baby clothes onthe first son of Phebe and Wilfred Woodruff, age 1. Hiswoolen yarn nosegay with knots is to chew on for teething. He wears the usual dainty white dress with a red ribbon around the high waist over a full-length petticoat. A necklace of coralbeads was supposed to be a “protection from disease.” Thus, hundreds of baby and child pictures in fine portraits or folk arts include coral necklaces. Phebe has anexpensive day-cap with scalloped white needlework on sheerfabric, over loops of satin ribbon. It is tied with a 2-inch wide silk ribbon. Her collar is a series of slight gathers of narrow lace circled on batiste about 4 inches wide over her black dress. She wears a white shell or ivory carved broach in a gold oval. With onearm around the baby,we can see her ruby and gold ring, (photo elsewhere). The shawl on her lap is a soft, gold, merino, wool with ""serpentine"" flowers in lines across it.  Coming from a family of means, she was not poor when Wilford Woodruff mether in Kirtland. As he walked into the town for the first time,He heard her singing through an open window and had a romantic premonition he should marry her, which he soon did. Wilford gave her the ring at their marriage.","This oil painting by Joseph Campbell is an excellent folk painting thatdoes not flatter her looks, but honorsmother and son. LDS Museum of Church History and Art in Salt Lake City."
401,0345_image.jpg,1840,1860,1840-1849,children,middle,costume,"Toddler's dress pattern and dress, 1840s to 60s.","This simple dress was at the International Museum of Photography in the George Eastman House. Carma measured this dress to see how the pattern was made and has drawn where a facing with drawstrings will gather the neckline and sleeves. Note how the front neckline is cut slightly lower, and how the finished dress will look. Tucks were often put in at the hemline to lengthen the dress later for a growing boy or girl, as we see here. The dress would be found in the western world made of white lawn, or slightly heavier, good, white muslin, more likely than in silk for baby's constant washing.","International Museum of Photography in theGeorge Eastman House, Rochester, New York. Drawn by Carma. Free use."
402,0393_image.jpg,1840,1849,1840-1849,children,upper,costume,Child in a blue dress with dog. ca. 1848,"A four-year-old child of wealth stands holding a small whip and a toy, with a table knife on the floor. Little boys and girls in this era wore identical clothing and, often, hairstyles, so the gender of the child is uncertainfrom the dress. However, the whip and the strong color mayindicate a boy. Fancy red stockings with black diamonds descend to black bootees. White ruffled pantalets are gathered under the knees. Parents loved bare shoulders on little children because they were so beautiful and kissable, so almost all children’s dresses have wide necklines with bare shoulders. Within the wide-neckline is a coral necklace ""to protect health,"" withsmatching small bracelet. A blue satin bonnet with ostrich plumes is thrown carelessly on the floor in this wealthy home. A large beloved dog fills the other half of the portrait.","This painting from 1848 by famous William Matthew Prior hangs in the New York State Historical Association in Cooperstown, New York."
403,0295_image.jpg,1840,1849,1840-1849,children,upper,costume,"Young Arthur John Price wears a plaid dress, typical of boys age 3-6 in the mid-1800s. Short pantalets are beneath. ca. 1840.","Young Arthur John Price wears a plaid dress, as typical of boys about 3-6 years old in the 1800s. His gender is also indicated by short, cut-off hair. Arthur has a toy hoop and stick and wears good shoes, lace-edged pantalets, and white ankle stockings. This indicates an affluent family, (See his sister Matilda in a girl’s dress of pale blue). His shoulders are bare, as customary.","From Birmingham, England, seen in Salt Lake City MCHA. Photo by Carma; free use"
404,0342_image.jpg,1840,1850,1840-1849,children,upper,costume,A little boy of wealth wears a red dress.Ca. 1840s to 50s.,"Little boys in the 1800s wore dresses from walking age until about age 4-6. He has the frequent style of short-cut hair, though some little boys were kept in curls until a later age. His toys are an ivory-handled whip of braided leather and a pull-toy lion on the floor. His dress is likely fine wool with a bodice lined in cotton and has expensive buttons as decors on bands of orange ribbon up the sides of the bodice and on elbow-length sleeves. The ribbon reaches from the bodice to the hemline on each side of the skirt front and has double buttons there to finalize the design. The front bodice has high-quality tailoring in long darts over the chest which release fullness into the skirt. A set-in belt circles the sides and back of the waist. An opening is undoubtedly down the back of the bodice where there could be brass hooks under a placket. His boat neckline and sleeves are bound in wool with an edgeof white lace. Hems on his remarkably sheer white linen or cotton pantalets have dainty lace. Proper white cotton knee stockings are held up by elastic garters. His bootees are of two materials: patent-glazed leather covers the toes, with heel portions of common boiled wool in a lavender-grey ""prunella"" twill. The pliable leather soles are flat without heavy layers of built-up heels. The bootees button up in center front.","Painted by George W. Ottinger, a portrait artist from Pennsylvania and New York.This portrait is a recent private family donation to the Salt Lake City MCHA. Photo by Carma;"
405,0390_image.jpg,1840,1849,1840-1849,children,upper,costume,"Alexander Hale Smith age 4, with his mother, Emma Hale Smith, in a mourning dress. Ca. 1848.","Little Alexander wears a typically strong, pink, checkered dress over trousers of pale blue. He has a double ruffled collar and carries a little red leather wallet. Both he and his mother are in flat black slippers with white stockings. Emma wears an out of date, black, mourning dress with voluminous sleeves and sleeve caps, worn for years without alteration because of so many successive deaths in the Smith family. The sleeve style is from 15 years previous. On her shoulders is an elegantly embroidered collar which could be smaller for the 1840s. Around her neck is a ribbon attached to the pocket watch in her front bodice pocket or waistband. A handkerchief shows she is still grieving for her husband, Joseph. Her hair is in a large bun surrounded by braids.","Sutcliff Maudsley painted Emma and Alexander as if outdoors by the corral, in a very folk-art style. This painting and the actual little red wallet of Alexander's were last owned (to our knowledge) by a private collector ca. 2005. Permission to use was granted fora trade of information with Carma."
406,0600_image.jpg,1840,1849,1840-1849,children,upper,costume,"Frederick Granger Williams Smith as a young boy in his Sunday clothes, ca. 1840s.","Fredrick, son of Joseph and Emma Smith, was named after one of Joseph's dearest friends and is about 8 years old here. He wears a skirted brown coat with brass buttons and trousers of a rich blue in this small gouache on paper. He holds a small religious tract or school paper. Glass in the windows is in panes much larger than available in Nauvoo at the time, for any price. Fringed draperies are included to add dignity, as in Baroque art: the ""Drape of Honor."" Joseph and Emma had eleven children, only five of whom lived to adulthood. Portraits of their children would have been highly treasured.","By Sutcliffe Maudsley a talented but largely untrained folk artist, who left Mormons a rich cache of identities in his Nauvoo paintings. Courtesy of Community of Christ Historical Museum, Independence, Missouri."
407,0379_image.jpg,1840,1849,1840-1849,children,upper,costume,Schoolboy of wealth with books and a fine straw hat ca. 1845.,"This Calotype showsa boy, son of Reverend Grierson, who is studying his schoolbooks. in Scotland. He wears square-toed shoes with two lacing holes in the front, long flannel trousers,and a woolen, double-breasted Eaton jacket showing a bit of plaid neckerchief. A broad-brimmed, fine straw hat sits beside him. His hair is cut neatly and covers most of his ears and forehead. This could be a boy of America as well as over the Atlantic.","David Bruce and David Octavius Hill, original creators of calotypes of 1840s. (A detail). Public domain. "
408,0350_image.jpg,1840,1860,1840-1849,children,uppermiddle,costume,"School-age boy shows his sister how he whittles a stick, ca. 1840s-60s.","The boy without a hat has hair down to his collar, a white shirt with a soft bow tie, and a dark coat. His shirt sleeves show at the wrists. His trousers are a pale shade of wool or linen. The little girl has a straw bonnet which barely shades her but has wide ribbon ties. Her short-sleeved dress is brightly striped. She has black flat shoes and white stockings, while his shoes lace and tie.","S. G. Goodrich, artist of 1800s, seen in Growing up in RURAL New England, by Tamara K. Hareven."
409,0351_image.jpg,1840,1860,1840-1849,children,uppermiddle,costume,School boy's two-piece outfit 1840s-60s.,"Through the 1840s-60s, schoolage boys of middle-class means often wore a jacket similar to a younger boy's dress with shortened trousers of the same fabric. This illustration shows the dress-like jacket with a belt, which changes the silhouette. Black trim outlines the buttoned placket in front, as well as the belt, cuffs, and sides of the pants. Any kind of checkered cotton, wool, or linsey-woolsey might be used in this design. Many dark buttons emphasize the trim and make the outfit more expensive.","Louis A. Godey, Godey's Lady's Book and Magazine, (Philadelphia, Louis A. Godey, publisher, 1840.) Original copies held at Brigham Young University's Harold B. Lee Library, Special Collections. Free use."
410,0235_image.jpg,1830,1860,1840-1849,children,uppermiddle,underwear,"Woven long john underwear for a child, ca. 1830s - 1860s.","A simplified sketch of woven long johns belonging to Henry Augustus Thompson of Charlestown, Massachusetts. A hook or buttoned opening down the front and a drop seat in the back allow for putting on the garment, and toilet functions.","Drawn by Margaret Weber after photo, in Millia Davenport, The Book of Costume. (New York: Crown, 1976.) Free use"
411,0313_image.jpg,1840,1849,1840-1849,children,uppermiddle,accessories,Boy’s English Riding Cap from an American Scene of the early 1840s.,"The English form of riding cap, used often in other countries of the western world, has a brim that hugs the back of the head but extends forward to shade the face. There was usually a flat, felt button atop such a sectioned hat, even as it is worn today. This cap has a structure of padding built inside the felt to protect the head from jolts of falling from a horse. It is worn by a young man in the audience of the folk painting, Joseph Smith Preaching in the Grove in Nauvoo, Illinois.4 The crowds of thousands who listened to Smith outdoors, in sun and rain, were both poor and wealthy people, eager to learn from this revered and ridiculed ""Prophet."" This young rider is astride a fine horse and positioned in the foreground of the painting.","This and other detailed extracts from the painting, seen elsewhere, were drawn by Carma. Free use."
412,0363_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Joseph Smith III as a young boy, 1842.","The adolescent oldest son of Joseph Smith Jr. is painted in a short tunic with many small buttons from shoulder to the waist. Emma Smith liked to put white, large-collared shirts on her sons, stylish in the 1830s. There is a glimpse of white shirt cuffs as well. He wears straight-leg trousers. Short cut hair is brushed forward on the sides, as was his father's. He stands on a highly figured carpet holding a book. An ornate, imaginary window is painted in position behind him, which did not exist in any of the city homes of Nauvoo environs.","Gouache on paper by Sutcliffe Maudsley, Seen in Steven Buhl's Sutcliffe Maudsley: Nauvoo Profilist, and LDS Church Archives."
413,0368_image.jpg,1840,1849,1840-1849,children,lower,costume,"Typical poor boys' hats and clothes, worn at Mrs. McCormick's General Store, ca. 1844.","Mrs. McCormick in her aqua spotted dress with rolled up summer sleeves and a white day cap is chasing off young hoodlums stealing from her general store. The boy on left wears a straw hat with a wide black ribbon and pewtercolored clothing, is taking advantage of an open display. The boy being thrust back wears beige trousers with a knee out, a rust-colored cap thrust askew, suspenders, and an orange jacket. Behind him is an obnoxious, top-hatted, young show-off thumbing his nose at Mrs. McCormick's remonstrations. He wears a dark green jacket and flat shoes. Other boys are barefoot. The less aggressive lad on right has a shallow, cream, deerstalker cap and short jacket with worn-out elbows and lost buttons on his pullover shirt front. Papers are under his arm. Standing on far right side is a well-dressed woman holding a teething 1-year-old in a red blousy cap. An older brother wears a white linen smock and little trousers, with a dark green pilot cap over his long hair. He carries his stick and hoop for chasing fun. His mother wears a deep 1840s straw bonnet with a simple brown ribbon above a peach, figured, little shawl. Her very dark grey shopping apron covers a flounced lavender skirt almost to the ground. The canary hanging outdoors in his cage is undoubtedly excited by the ruckus.","Oil painting by A. D. D. Browere, 1844, seen by Carma in New York State Historical Association."
414,0387_image.jpg,1840,1849,1840-1849,children,lower,costume,"Beggar child, a detail from “The Bottle,” ca. 1840s.","George Cruikshank, an artist, and social critic saw liquor as responsible for alcoholic parents depending on the begging of their children. The message is simple and overt – temperance leads to full purses and neatly turned-out children (middle-class). Drinking goes with ragged clothes, poverty, thin bodies, and death.","George Cruikshank, 1847. Cruikshank illustrated all the novels of Charles Dickens and appeared in many newspaper articles and advertisements. Free use."
415,0230_image.jpg,1830,1849,1840-1849,children,lower,costume,"Children of dire poverty, 1830s, 1840s, and later.","Some children of these decades had no means of support at all. They were either orphans, or their parents had vanished into drink, crime, or jail. In some places, there were “workhouses” set up to feed the destitute minimal food and give them a place to sleep in exchange for slave labor and horrifying conditions. Such are the children in the novel, Oliver Twist, by Charles Dickens. Such are the children in this daguerreotype, boys captured by police as young thieves, male prostitutes, or thieving assistants to older persons. They are about to be jailed for their crimes. Society did not seem to find any way to reform them. But how else could they eat? How else could they survive with a semblance of freedom? Their clothing, all in complete rags, still kept them warmer than nakedness. Note that even such young miscreants try to cling to typical fashion by wearing coats, vests, and even cravats above worn-out, torn, and threadbare trousers or breeches. One has a cap. Two of them are barefoot. The smallest boy is wearing an unidentifiable rag in lieu of a coat to hold in a fragment of warmth. His shoes are many sizes too large, but at least his feet are covered.",Found online under “1840 boys clothing images.”
416,0331_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Sailor boy holding a ship's ratlines is scrimshawed5 on a whale's tooth, ca.1840.","The sailor boy wears a large V neck white collar which must be squared in back to be the typical “sailor’s collar.” The upper sleeve seam is off the shoulder as was usual for all shirts of the time, but has some gathering on the sleeve top. There is no cuff, and the sleeve is rolled up to the forearm. He wears no cap in the stiff sea winds.","Mystic Seaport, Massachusetts, photo from “Guide to Museum Villages,” by M. R. Alegre."
417,0359_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Toddler girl in red dress and pantalets, ca. 1840s to 1890.","A darling, toddler girl in a red print dress and pantalets has a bodice with a wide gathered neckline gathered down to the center of an inset waistband. The neckline is bound with quarter-inch self-fabric plus a ruffle of lace. (In the actual 1840s, the neckline would be off the shoulders.) Short puffed sleeves are bound a quarter-inch wide in the same fabric. Above the hemline of the dress are two wide tucks (hard to see in this print) allowing the skirt to be lengthened for growth. Pantalets with one tuck above the hems are made in two separate legs and button together only at the waistband front and back to make it easy to change diapers and potty train. Her shoes of black cloth were contrived by Carma from Chinese shoes. Thus, they photograph as accurate for the 1840s.","Designed, sewn, and photo by Carma. The model for the photo was a very smart 2 1/2-year-old, Briana Todd. Free use."
418,0362_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Joseph Smith, Jr. and a little girl picking flowers. ca. 1842","This little girl wears a pink dress with white pantalets below. Her soft sunbonnet tied beneath her chin has fallen back off her braided hair. Mercy Fielding Thompson's daughter was so downcast after her father, Robert, died in Nauvoo. Joseph Smith took her for a country ride in a buggy to cheer her. Spying some wildflowers, he stopped, jumped down, and picked her some fascinating blossoms",Detail of an oil painting courtesy of Liz Lemon Swindle. Photo by Carma; free use.
419,0310_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Toddler’s red velveteen jacket with deep lace cuffs, ca. 1840.","This toddler’s jacket still has its original buttons of silvery metal. Over a little boy’s short trousers and white stockings, It would have been an engaging piece of clothing, or equally would have kept a little girl warmer, worn over her dress. The jacket was evidently hand washed (the only form of cleaning in the 1800s) and the red dye has tinted the lace cuffs pink. It lies on a typical black and white woven coverlet of geometric design.","A woman missionary donated and placed this jacket for display on a bed in a historic home in Nauvoo, Illinois. Photo by Carma; free use."
420,0380_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"A watercolor of two young children with their dog, 1845.","A sister on the left and a toddler brother on right each hold a pink ribbon attached to their pretty King Charles spaniel. The little boy in a wicker chair wears a red dotted dress and a white all-over apron and has a necklace of coral beads ""for good health."" He holds a toy in one hand. Below his striped stockings, we see one little lace-up bootee; he has kicked off the other one. His older sister has a beautiful, dark blue, silk dress with fringe on the shirred sleeves. Around her wide neckline is a band of the same dress fabric. She has simply center-parted long hair, with barely-seen looped braids behind her ears. She has a fine, long, black necklace and white pantalets with a lace inset near the hem. So common was the desire to admire soft baby skin, both children have bare shoulders. For the wealthy, family pets were regularly painted with children.","Painting by Matthew Prior, 1845, seen in Old Sturbridge Village, Sturbridge, Massachusetts."
421,0321_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Little girl dress of 1840’s Nauvoo, Illinois.","A little girl in a dotted red dress wears a bonnet of printed white cotton. Her dress has pleats over the shoulders to narrow the dress from her older sister, and the hem was taken up as much as possible. As she grows, the dress can be enlarged as needed but is temporarily too long. Her gray stockings are worn with flat black slippers. She is seen in a country store setting with a sack of potatoes and other produce around her, which is the stage for a historic fashion show decades ago.","Stage store arranged and clothes sewn by Carma in Edgemont area of Provo, Utah. Modeled by Katherine Hamblin (now Baxter). Free use."
